,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
10,Aruba,12.0,68.33,8.5,3.75,2.36,2.47,1.69,1.56,1.87,2.54,2.48,3.6,13.15,10.07,13.32,5.24,3.42,3.45,6.06,2.16,2.09,2.87,2.87,9.78,2.76,2.64,8.47,2.5,50.0,12.49,2.77,,1.25,22191.4,31098.78,190.43,0.24,68.0,71.64,42.02,10.0,197.22,10737.4,80.83,38.89,109.2,113.15,770.54,630.32,1325.0,1145.35,3198.84,47896.3,1509.46,7.12,0.0
11,Australia,15.418909090909091,62.471636363636364,8.845454545454546,5.5748148148148156,5.602264150943396,3.2181818181818183,2.4265454545454546,1.9441818181818182,1.1376363636363636,1.8989090909090909,1.7712962962962961,3.3085454545454547,7.5965454545454545,7.74574074074074,14.158301886792453,3.120185185185185,2.662452830188679,2.762884615384615,4.9286,2.2546296296296298,1.9792592592592593,2.199074074074074,1.636530612244898,10.757115384615386,3.9796078431372552,4.229019607843138,23.31490566037736,2.8394594594594595,78.952,2.946122448979592,1.4826666666666666,30.732444444444447,1.3472,19902.24021276596,18391.636458333334,150.32999999999998,0.3066666666666667,51.72666666666666,45.515249999999995,13.385806451612902,12.17290909090909,1422.7421875,11405.24870967742,67.02148148148147,36.61607843137255,93.82759259259258,97.63799999999999,1229.0166666666667,930.7326470588235,1844.8727777777776,1567.3717142857142,4986.067391304348,3651.014090909091,3521.6008333333334,3.4461538461538463,0.234375
12,Austria,15.015714285714285,58.18142857142857,8.631428571428572,4.002307692307692,3.9984615384615387,3.3578571428571427,2.9446153846153846,2.3841666666666668,1.2335714285714285,2.067142857142857,2.1715384615384616,3.112142857142857,16.23384615384615,10.89,18.29692307692308,2.7476923076923074,1.9715384615384615,2.589230769230769,2.9976923076923074,1.7061538461538461,1.5476923076923077,1.386153846153846,0.7430769230769231,6.07923076923077,1.1907692307692308,1.7076923076923078,5.998461538461539,2.414,48.07444444444444,5.25,1.879,29.008,1.9045454545454545,24750.556363636362,20752.100909090906,241.24,0.09636363636363637,34.14769230769231,41.64727272727273,21.80333333333333,13.255,476.7472727272727,8816.739,92.22916666666667,37.01833333333333,87.84833333333334,117.01416666666667,720.3246153846153,604.7708333333334,1285.9646153846154,1095.5072727272727,5994.641,4543.109090909091,2255.341538461538,2.023076923076923,0.42857142857142855
13,Azerbaijan,5.159090909090909,18.972,6.471111111111111,0.9481818181818181,1.65,1.9620000000000002,0.44090909090909086,0.22,0.9418181818181818,0.3372727272727273,1.1863636363636365,1.207,3.053636363636364,3.088181818181818,6.109999999999999,1.0372727272727273,1.5845454545454545,1.27,1.1445454545454545,0.5099999999999999,0.3963636363636364,0.5354545454545454,0.4627272727272727,3.4063636363636363,0.9645454545454545,1.4800000000000002,2.833636363636364,0.18,10.331666666666665,0.842,0.39,4.468999999999999,0.5827272727272728,16264.78,20925.475000000002,44.712,0.039,14.17818181818182,20.323333333333334,16.24,3.267777777777778,156.63333333333333,4616.7480000000005,28.532,28.824,85.915,50.603333333333325,149.425,101.14375,261.18625,182.0075,748.275,408.28833333333336,269.77375,9.398,0.09090909090909091
14,Bahamas,25.0,100.0,8.0,3.75,6.5,5.31,2.36,1.94,4.62,5.01,4.49,4.97,7.44,7.38,13.6,5.15,2.75,4.59,4.57,5.42,3.64,2.97,2.16,15.0,3.42,4.62,11.0,1.25,60.0,5.5,2.86,95.0,1.65,37500.0,44500.0,261.63,0.42,92.61,103.5,60.0,15.5,521.39,11767.5,66.43,48.33,106.62,120.0,1050.0,950.0,2229.25,3055.56,1904.86,1348.55,1817.33,6.75,1.0
15,Bahrain,5.4366666666666665,43.32333333333333,5.79,8.84,9.723333333333333,4.06,0.7566666666666667,0.39333333333333337,1.5066666666666666,1.17,2.3366666666666664,4.073333333333333,5.823333333333333,7.88,9.356666666666667,2.1199999999999997,1.95,1.6533333333333333,1.5200000000000002,1.3033333333333335,0.9500000000000001,2.0500000000000003,0.5533333333333333,27.409999999999997,1.97,4.603333333333333,5.703333333333333,0.7533333333333334,38.46,4.64,3.315,7.96,0.45999999999999996,22103.686666666665,18526.91,171.2733333333333,0.10000000000000002,56.336666666666666,69.995,46.42,8.84,339.28999999999996,7697.610000000001,43.876666666666665,50.01666666666667,85.54,87.78666666666668,963.3533333333334,551.6466666666666,1744.4899999999998,1202.6666666666667,1545.05,1293.07,3434.2999999999997,6.8133333333333335,0.3333333333333333
16,Bangladesh,2.0391666666666666,7.4775,5.099090909090909,3.7990000000000004,6.420000000000001,1.739090909090909,0.2658333333333333,0.14083333333333334,0.6608333333333333,0.42818181818181816,0.5416666666666666,1.015,7.814545454545454,1.9158333333333333,5.364999999999999,1.5041666666666667,0.6483333333333333,1.5458333333333334,0.61,0.2575,0.5491666666666667,0.2927272727272727,0.24583333333333335,4.8759999999999994,2.341,4.952,2.799166666666667,0.39999999999999997,13.458000000000002,0.71625,0.42800000000000005,2.266,0.9045454545454544,39993.130000000005,28113.58222222222,32.468,0.011818181818181818,30.624545454545455,10.991,6.9575,4.2683333333333335,36.876,1179.22,18.1625,17.67818181818182,36.61833333333333,31.950000000000003,79.38727272727273,50.55083333333334,168.19916666666668,106.27916666666665,573.93,293.04,207.382,9.779,0.16666666666666666
17,Barbados,20.0,97.83,8.5,3.0,4.75,4.01,1.52,1.25,3.28,2.71,3.6,4.61,29.29,9.42,12.21,2.78,2.62,3.39,3.15,2.94,3.22,2.48,1.92,15.0,2.13,3.17,7.96,1.75,36.0,10.0,1.88,25.0,2.1,37500.0,39166.67,100.0,0.37,50.0,73.12,11.25,10.0,241.67,5333.33,77.0,60.0,134.38,118.75,487.5,412.5,1700.0,1187.5,1706.08,,1333.33,6.17,1.0
18,Belarus,7.929090909090909,33.71636363636364,4.409166666666667,1.1283333333333332,2.1441666666666666,1.5291666666666668,0.7166666666666667,0.48333333333333334,0.7275,0.6183333333333333,1.1316666666666666,1.315,6.77,4.059166666666667,6.586666666666666,1.36,1.825,1.8241666666666667,2.2341666666666664,0.7491666666666666,0.7541666666666668,1.1933333333333334,0.6491666666666667,5.7875000000000005,1.0608333333333333,1.9024999999999999,1.715,0.38666666666666666,14.023333333333333,1.0216666666666667,0.47363636363636363,4.48875,0.8808333333333334,19270.754545454543,25172.846363636363,61.49090909090909,0.04727272727272727,13.246363636363638,28.881999999999998,14.706,4.114545454545454,772.0618181818182,7354.5825,52.403636363636366,33.232727272727274,83.5690909090909,82.64363636363636,226.28333333333333,155.9,392.2633333333333,307.6066666666666,972.6266666666667,686.975,445.6557142857143,18.62909090909091,0.16666666666666666
19,Belgium,16.79105263157895,72.59736842105262,9.594736842105263,3.9694736842105263,3.748421052631579,2.973333333333333,2.458684210526316,2.285135135135135,0.9222222222222223,1.8645945945945945,2.0129729729729733,2.5716666666666668,12.275675675675675,9.284444444444444,15.181388888888888,2.271081081081081,1.6858333333333333,2.212285714285714,2.2852777777777775,1.484,1.2283333333333333,1.0733333333333333,0.7475,6.38,1.5051515151515151,1.9367647058823527,7.723243243243243,2.620344827586207,45.550399999999996,4.98,2.3107407407407408,34.79047619047619,1.9394444444444443,24739.416,25949.534705882354,167.3716216216216,0.22542857142857145,49.065,29.350344827586206,18.82764705882353,10.75157894736842,505.176129032258,16280.428518518518,90.61210526315789,44.09236842105263,89.77105263157895,119.57184210526314,777.1741379310345,634.979375,1154.3367647058822,949.0673529411765,3467.862,2902.84375,2372.9812,1.7294444444444443,0.15384615384615385
20,Belize,5.88,31.834000000000003,6.581999999999999,2.044,3.338,3.3240000000000003,1.064,0.746,2.334,1.7079999999999997,2.05,2.016,9.034,5.186,4.6433333333333335,3.3425000000000002,1.122,1.125,2.214,1.8399999999999999,1.616,2.182,1.3,15.872,1.714,2.62,4.3275,1.5550000000000002,17.45,3.184,3.4859999999999998,12.7725,1.7025,28206.210000000003,24464.066666666666,77.89,0.298,74.792,36.89,9.92,8.056666666666667,165.94,,36.61,25.238,72.202,81.736,344.775,258.005,714.22,467.315,601.7666666666668,945.61,822.9233333333333,10.1675,0.2
21,Benin,3.21,26.51,4.82,0.96,2.81,4.02,0.66,0.5,1.63,1.45,1.22,1.91,2.89,4.46,5.42,2.51,1.06,1.0,1.51,1.24,1.45,0.44,1.07,3.61,0.9,1.49,0.88,1.61,,2.25,4.02,1.61,0.87,,22489.94,24.6,0.1,47.19,60.24,9.64,3.21,200.8,5194.11,16.06,8.03,8.03,44.18,194.78,150.6,502.01,253.01,,,212.85,5.0,0.0
22,Bermuda,29.0,150.0,15.0,9.0,10.0,5.61,3.0,2.43,4.24,6.85,6.68,5.16,15.24,20.94,23.71,12.94,6.79,10.46,9.62,8.46,6.63,5.86,3.47,23.5,5.1,6.25,17.62,4.0,69.0,6.5,3.0,43.9,2.25,39000.0,36000.0,271.65,0.4,142.0,168.57,50.0,13.5,1201.6,24666.67,90.75,55.0,142.5,141.33,3250.0,2050.0,6666.67,4325.0,10381.96,5690.98,5973.81,6.5,1.0
23,Bhutan,3.08,18.45,3.08,9.92,2.46,1.32,0.47,0.16,0.83,0.63,0.7400000000000001,1.9900000000000002,4.91,3.4,4.256666666666667,2.9500000000000006,1.3500000000000003,2.33,0.84,0.5766666666666667,0.66,0.49,0.34,3.5866666666666664,0.8000000000000002,1.47,5.536666666666666,1.875,15.34,0.98,0.15,5.22,1.11,15377.74,24604.38,34.04,0.04,19.816666666666666,71.63,27.97,3.67,43.95000000000001,799.64,29.186666666666667,16.813333333333333,41.01,48.526666666666664,141.24,92.14,178.06,174.95,2852.305,123.02,442.03999999999996,10.33,0.3333333333333333
24,Bolivia,2.748,14.026,6.146,2.112,2.648,2.018,0.8459999999999999,0.662,0.9016666666666667,1.8733333333333333,0.9950000000000001,1.6983333333333335,4.841666666666667,3.063333333333333,5.203333333333333,2.1566666666666667,1.1483333333333334,1.4366666666666665,1.0983333333333334,1.205,0.9066666666666666,0.5833333333333334,0.9883333333333333,5.036666666666667,1.64,2.2960000000000003,2.3333333333333335,0.30166666666666664,20.534,1.4233333333333331,1.2666666666666666,5.886666666666667,0.67,14857.684,18998.68,38.56666666666667,0.225,53.66166666666667,40.18333333333333,10.824000000000002,6.758333333333334,135.84833333333333,1987.8483333333334,32.48666666666667,35.232,49.705000000000005,46.675000000000004,314.73249999999996,201.2,448.7825,326.01,986.1175000000001,724.8475000000001,376.40250000000003,6.72,0.2857142857142857
25,Bosnia And Herzegovina,4.53,22.463076923076922,3.7223076923076923,1.5076923076923079,1.600769230769231,1.1730769230769231,1.3692307692307693,0.8676923076923078,0.8238461538461539,0.7476923076923078,1.3407692307692307,1.8738461538461537,6.288461538461538,5.8792307692307695,8.788461538461538,0.9738461538461538,1.3615384615384616,1.4476923076923076,1.3123076923076922,0.7030769230769232,0.8715384615384616,0.8283333333333335,0.5823076923076923,5.140769230769231,0.7784615384615384,0.9784615384615385,3.23,1.2025,23.343,1.0515384615384618,0.6730769230769231,6.631666666666667,1.426923076923077,21210.544166666667,20477.908333333333,139.97076923076924,0.10666666666666667,23.670833333333334,19.94538461538462,11.621818181818183,3.463846153846154,142.26076923076923,3059.8116666666665,55.09384615384616,28.81692307692308,71.45,79.96384615384615,163.00666666666666,121.63899999999998,284.598,218.28400000000002,1243.336,898.082,557.0876923076922,4.118333333333333,0.3076923076923077
26,Botswana,9.033333333333333,32.915,4.323333333333333,1.3666666666666665,1.55,2.0166666666666666,1.01,0.47,1.0866666666666667,0.6033333333333334,1.2833333333333334,1.6766666666666667,6.145,5.256666666666667,3.7266666666666666,1.82,1.2533333333333332,1.64,1.26,1.2,0.9400000000000001,1.09,0.7733333333333333,5.95,1.2266666666666666,1.4666666666666668,3.5366666666666666,0.48,21.84,0.48666666666666664,2.32,3.0949999999999998,0.8300000000000001,15489.560000000001,18176.03,54.405,0.11,33.156666666666666,30.049999999999997,7.125,6.71,136.115,5111.55,33.96,20.683333333333334,48.70666666666667,41.73,205.625,158.285,538.9100000000001,379.01,825.785,38723.9,726.9033333333333,9.96,0.3333333333333333
27,Brazil,4.861,22.995753424657536,5.837241379310345,1.5169387755102042,2.5176923076923075,1.4405442176870749,0.9516666666666667,0.5565753424657535,0.93640522875817,1.278476821192053,1.1334437086092715,1.765225806451613,7.569530201342281,3.7441721854304637,7.387368421052632,1.48,0.9976923076923077,0.9210958904109589,1.4364661654135338,0.9316326530612244,0.9126027397260275,0.6249315068493151,0.6362837837837838,6.343266666666667,1.130728476821192,2.2216891891891892,2.243308270676692,0.8849586776859504,39.056,1.1708181818181818,0.7951485148514852,5.940329670329671,1.2470198675496689,18530.560743801652,24484.933008130083,73.07391608391609,0.2729,18.526776315789476,21.643174603174604,22.350454545454543,5.452097902097902,230.2771755725191,5052.502752293579,41.21190140845071,36.93028571428571,65.45774647887323,51.40992857142857,237.81040983606556,162.536171875,449.52024793388426,326.15275862068967,1354.7761842105265,919.9667105263158,374.81844827586207,9.73625,0.13414634146341464
28,British Virgin Islands,20.0,55.0,15.0,4.0,,5.0,2.0,1.43,2.2,3.95,6.0,,18.0,10.0,15.0,4.5,2.5,,7.0,4.0,3.0,,,7.5,5.5,2.0,2.4,5.0,0.0,50.0,,120.0,1.14,23000.0,19500.0,250.0,0.1,105.67,140.0,0.0,10.0,562.5,18000.0,85.0,0.0,110.0,140.0,1833.33,1433.33,4500.0,3500.0,,,2150.0,5.5,0.0
29,Brunei,2.96,29.47,5.03,3.8850000000000002,2.495,3.49,0.74,0.62,1.44,1.65,1.75,2.15,11.645,7.050000000000001,15.08,3.8649999999999998,2.22,4.17,4.695,2.04,2.155,3.815,0.92,1.85,3.81,2.22,8.13,1.11,22.18,3.33,2.96,22.18,0.37,21786.925,20958.45,55.74,0.2,80.9,66.505,11.685,4.81,213.99,8166.275,69.83,29.54,85.24,68.18,708.3299999999999,481.9,1174.7350000000001,1009.7950000000001,1848.73,1183.18,1630.8600000000001,4.24,0.5
30,Bulgaria,7.736,26.746666666666666,5.699285714285714,1.3030000000000002,1.7516666666666665,1.3096666666666665,1.0,0.7010000000000001,1.1676666666666666,0.8048275862068965,1.7793103448275862,1.9913793103448276,7.0472413793103446,5.371071428571428,7.564814814814815,1.2968000000000002,1.4363333333333335,1.2323333333333333,1.7585185185185186,0.7186666666666667,0.7366666666666667,0.7525000000000001,0.523,4.78,0.732,1.2262068965517243,3.0683333333333334,0.7818181818181817,20.36047619047619,0.8065517241379311,0.4966666666666667,6.026071428571428,1.5151724137931033,19908.69814814815,20299.922592592593,109.8755172413793,0.15035714285714286,10.894333333333332,20.3296,10.918399999999998,5.582068965517241,245.75,3220.559230769231,42.33192307692308,25.705172413793104,61.48566666666667,59.54481481481481,234.6,168.61142857142858,399.14142857142855,300.12142857142857,879.3466666666666,626.8895454545454,657.9032142857143,3.3056666666666668,0.13333333333333333
31,Burkina Faso,0.8,24.1,2.09,1.12,0.88,1.61,0.6,0.48,2.11,1.03,0.85,1.93,,6.43,4.15,1.98,1.22,0.93,1.27,1.69,1.14,0.21,0.79,5.62,0.92,1.5,1.61,0.32,14.46,0.48,1.04,6.43,1.05,,,96.39,0.27,35.82,28.11,4.02,2.01,69.61,14799.5,12.85,28.11,32.13,48.19,401.61,166.67,481.93,281.12,266.02,270.73,426.37,8.5,0.0
32,Burundi,1.94,21.15,3.28,0.58,2.47,2.19,0.44,0.68,0.8,0.68,1.29,2.68,8.1,7.21,6.64,5.51,0.68,1.3,1.13,0.6,1.15,0.81,0.81,19.45,1.14,2.59,2.43,0.24,14.58,0.97,0.97,2.1,1.17,10484.91,15727.36,18.43,0.11,23.02,14.97,3.15,,52.42,943.64,17.4,3.15,34.79,87.51,282.62,95.83,709.31,268.32,24307.24,7292.17,312.97,13.0,0.0
33,Cambodia,3.2700000000000005,23.8,5.975555555555555,0.925,2.361111111111111,2.2600000000000002,0.9777777777777776,0.5269999999999999,2.1100000000000003,1.6510000000000002,1.065,1.8400000000000003,15.824285714285713,5.176,9.952,3.201111111111111,1.3333333333333333,3.1157142857142857,1.4869999999999999,1.194,1.041,1.4533333333333334,0.7522222222222222,10.1,0.9655555555555555,1.6966666666666665,1.4611111111111112,1.4166666666666667,42.81,0.90625,0.7214285714285714,5.285714285714286,1.129,45400.0,42850.0,78.946,0.03,34.293,65.48166666666667,10.75,5.833333333333333,184.82,4591.666666666667,25.428571428571427,19.45714285714286,59.91444444444445,36.714444444444446,398.9414285714286,243.22,878.8100000000001,565.3571428571429,1879.8333333333333,911.1659999999999,273.088,11.214285714285714,0.1
34,Cameroon,2.5242857142857145,20.65285714285714,2.467142857142857,1.0514285714285714,1.5057142857142858,1.0142857142857142,0.7014285714285714,0.3828571428571429,2.0885714285714285,0.5714285714285714,0.9514285714285714,1.7428571428571427,17.093333333333334,4.257142857142857,4.538333333333333,2.8328571428571427,1.0833333333333333,1.0583333333333333,1.0333333333333334,1.285,1.0316666666666667,0.5066666666666667,0.5966666666666667,4.819999999999999,1.015,1.4966666666666668,1.6316666666666666,1.5979999999999999,8.035,0.4000000000000001,0.4000000000000001,3.4149999999999996,0.9957142857142857,19544.826666666664,5560.013333333333,74.80666666666667,0.12833333333333333,40.90571428571428,24.562,9.181999999999999,6.423333333333333,163.98833333333334,1093.8999999999999,23.301666666666666,28.576666666666664,44.62833333333333,70.50333333333333,104.52166666666666,70.10166666666667,332.83166666666665,192.995,981.7033333333334,263.9875,229.7775,6.795000000000001,0.2857142857142857
35,Canada,15.502056074766356,62.647999999999996,8.724655172413794,4.753333333333333,5.679026548672566,3.2928070175438595,1.7512280701754386,1.481304347826087,1.9793277310924369,2.243445378151261,3.465726495726496,2.9923529411764704,11.175871559633029,10.53095652173913,13.671923076923076,3.459913043478261,1.501551724137931,3.5269298245614036,3.6412280701754387,2.388684210526316,2.3730357142857144,2.107008547008547,1.7840350877192983,12.273826086956522,2.3924000000000003,3.031089108910891,11.795398230088496,2.287264150943396,65.73,3.1281250000000003,1.6477570093457945,26.251809523809523,1.4637719298245615,20551.737523809523,19236.78537735849,138.06173913043477,0.27643564356435646,63.579572649572654,43.32018181818182,17.001521739130435,10.01205357142857,775.2063106796116,13634.134594594594,50.265132743362834,36.499345794392525,79.87375,100.68385321100918,1097.986037735849,998.1293269230769,1858.5416981132073,1672.841274509804,5159.839180327869,3967.4427118644066,2965.9993750000003,5.284363636363636,0.39166666666666666
36,Cape Verde,4.28,26.63,5.355,1.43,1.33,1.05,1.04,0.76,0.9,1.19,1.0,2.21,1.9,4.21,7.61,2.62,1.9,1.9,2.0,1.28,1.38,1.43,1.24,6.66,1.5,1.43,4.28,0.41,19.97,1.43,1.43,9.51,1.56,,,57.06,,61.66,26.15,4.76,5.71,74.01,,,,,,190.2,104.18,285.31,190.2,905.22,704.06,317.3,20.0,0.0
37,Chad,3.21,32.13,12.85,1.29,1.61,1.74,0.88,0.64,1.73,,3.61,1.83,,,8.03,5.22,1.53,4.02,1.34,1.45,0.96,0.64,1.07,13.65,1.61,,1.93,,,,,,0.83,9317.26,17670.67,240.96,0.2,74.97,128.51,104.42,4.82,29.72,1606.42,32.13,88.35,44.18,128.51,1119.63,131.19,,235.61,160.64,64.26,281.12,,0.0
38,Chile,6.605600000000001,37.54208333333333,5.4452,2.733333333333333,3.262916666666667,2.4859999999999998,1.324,1.0552,0.9996,1.1148,1.2424,2.4876,8.0788,4.638,8.800799999999999,1.4916,1.196,1.3921739130434785,1.4865217391304346,0.9708695652173912,1.1604347826086956,0.8772,1.0692,4.564782608695652,1.1252,1.8432,4.7644,0.6410526315789473,38.982142857142854,0.5740909090909091,1.39,10.27125,1.1668,14277.925454545453,15826.755714285715,103.2590909090909,0.08833333333333333,25.178,38.187777777777775,17.779999999999998,5.341666666666668,269.85,4600.631818181818,40.0996,25.983478260869564,50.1,60.05652173913043,392.3088888888889,337.99388888888893,667.16,559.9422222222222,1683.1241666666667,1421.4858333333332,644.0495,4.505,0.1111111111111111
39,China,3.3451648351648355,20.852826086956522,5.009207920792079,1.1561627906976744,2.5177906976744184,3.3178,0.46633663366336636,0.2904081632653061,1.8529292929292929,1.5672631578947367,0.9160204081632652,1.6829885057471266,12.53219512195122,3.7725263157894737,11.505625,1.7035353535353537,1.2890243902439025,1.5545360824742267,1.1436842105263159,0.7727551020408163,0.8481914893617022,0.619375,0.6367676767676768,11.717023809523809,0.7681999999999999,1.909375,3.082043010752688,0.3206896551724138,20.510192307692307,1.3908235294117648,0.3212244897959184,5.12890243902439,1.1880246913580246,20303.43943181818,19066.07375,52.49578947368421,0.024943820224719103,12.003814432989689,39.53918032786885,13.110754716981132,5.9748,454.1493902439024,15648.93294117647,53.2041052631579,32.553111111111114,81.60199999999999,81.13534090909091,356.62122807017545,232.03741379310344,794.7336666666666,452.5570175438597,5616.9585,3052.809107142857,834.22390625,4.997386363636363,0.16346153846153846
40,Colombia,2.487692307692308,14.8728,4.7252,0.9176000000000001,1.5429166666666667,1.12875,0.5544,0.4391666666666667,0.8017391304347826,0.6957692307692308,0.6138461538461539,1.4633333333333332,2.5896153846153847,2.9164,3.8003846153846155,1.61,0.605,0.742,0.7859999999999999,0.566923076923077,0.6234615384615385,0.5030769230769231,0.5203846153846154,5.885769230769231,0.6569230769230768,1.0469230769230768,1.556086956521739,0.5145833333333333,22.480526315789472,1.1092307692307692,1.1528,4.020384615384615,0.5180769230769231,12286.012916666667,15627.5812,50.927692307692304,0.04076923076923077,22.826538461538462,17.0564,9.430588235294117,2.9232,92.08625,2912.7075,36.87307692307692,22.94884615384615,50.98479999999999,40.16375,175.6591304347826,156.61263157894737,308.2878260869565,276.47,1579.3866666666665,1338.927777777778,277.6665217391304,11.659166666666666,0.3076923076923077
41,Comoros,,,,,,,,,,0.21,0.42,2.42,,2.32,5.27,6.32,0.46,0.53,1.05,1.05,2.11,1.58,0.63,7.9,,3.16,1.58,,,,,,,,,,,,32.37,,,,,,,,,,,,,,,,,0.0
42,Congo,12.82,42.6,10.9,1.83,2.8766666666666665,3.793333333333333,2.0,0.8466666666666667,1.732,1.7740000000000002,2.66,3.722,8.2575,5.67,20.0,7.413333333333333,2.9275,4.2675,4.5175,2.936666666666667,2.7175000000000002,1.4533333333333331,1.42,11.36,1.3725,2.74,3.1833333333333336,0.38,31.065,1.2033333333333334,1.6866666666666668,4.5,1.1475,53121.943333333336,34634.513333333336,411.33,0.3333333333333333,182.57999999999998,62.57333333333333,18.03,8.79,1067.7366666666667,14300.0,30.0,66.17,138.54666666666665,95.38,1048.1399999999999,666.6666666666666,2074.9575,807.06,11924.949999999999,1301.04,579.2520000000001,19.55333333333333,0.0
43,Cook Islands,9.62,51.31,9.62,3.69,4.33,3.85,2.41,1.6,1.92,3.78,1.92,5.45,12.83,8.98,11.55,3.21,1.92,3.85,10.26,3.21,2.57,2.57,3.21,16.03,,4.81,,,,,,,,,,128.28,0.64,,,,,,,71.84,,,78.89,166.76,166.76,243.73,243.73,5523.18,545.19,,,0.0
44,Costa Rica,6.265,35.925,7.395,2.165,3.18,2.635,1.385,1.185,1.25,1.44,1.1600000000000001,2.375,8.309999999999999,8.125,10.39,3.74,1.185,3.125,1.835,1.835,1.795,0.815,1.995,12.325,1.815,2.3200000000000003,3.9,0.9199999999999999,50.46,1.065,1.075,6.35,1.18,25417.145,25757.895,55.83,0.065,48.95,41.285,30.915,5.85,326.235,5636.87,52.614999999999995,37.43,97.245,78.125,379.57500000000005,277.385,703.67,573.515,1336.2,1042.27,812.1800000000001,11.865,1.0
45,Croatia,7.715909090909091,34.59909090909091,5.615454545454546,2.3390909090909093,2.5895454545454544,1.5254545454545456,1.9322727272727271,1.3727272727272728,0.9659090909090909,1.008181818181818,1.7742857142857142,2.2963636363636364,8.03047619047619,7.673333333333333,9.714285714285714,1.2347619047619047,1.4152380952380952,1.4052380952380952,1.8023809523809524,0.7204761904761904,0.7538095238095238,0.8952380952380953,1.0219047619047619,5.207619047619048,1.279047619047619,1.6080952380952382,4.456666666666667,1.4966666666666668,35.50533333333333,2.541904761904762,0.7795238095238096,6.512777777777778,1.5468181818181819,22187.181,22156.32052631579,154.72181818181818,0.10700000000000001,23.786666666666665,36.116875,10.238235294117647,4.831818181818182,126.65727272727273,3855.243846153846,65.265,30.78142857142857,67.64818181818181,70.66318181818181,338.65333333333336,259.95157894736843,544.875,425.71722222222223,2323.308125,1739.3712500000001,874.4979999999999,3.924285714285714,0.3181818181818182
46,Cuba,7.388888888888889,26.955555555555556,6.142857142857143,2.427777777777778,2.4000000000000004,1.69375,1.8466666666666665,1.1233333333333333,3.5666666666666664,1.02875,1.4111111111111112,1.9366666666666665,5.024444444444445,6.131111111111111,9.576666666666666,7.473333333333334,0.8022222222222223,1.0444444444444445,1.4266666666666667,1.6,2.217777777777778,0.63125,1.2966666666666666,7.0,2.075,1.8155555555555556,3.611111111111111,0.3,20.0,1.0,0.6,15.0,1.2833333333333332,75000.0,79583.33333333333,31.676666666666666,0.2,148.0,12.556666666666667,9.375,1.0750000000000002,70.0,15166.670000000002,46.94444444444444,39.62777777777777,68.42777777777778,63.333333333333336,366.43,222.5,1112.5,730.0,490.89,268.23,189.79166666666666,5.73,0.1111111111111111
47,Curacao,22.18,83.18,10.26,2.43,4.44,3.3,2.26,1.71,1.61,2.0,2.2,3.11,9.52,7.49,10.95,3.81,2.13,3.62,3.81,3.37,2.76,2.22,1.92,10.54,2.18,2.77,8.32,1.3,51.57,13.86,3.33,49.61,1.36,25229.97,25853.78,192.0,0.51,58.96,54.99,37.89,8.32,339.63,12014.27,58.22,40.2,94.73,93.71,512.92,425.12,1201.43,924.17,,,914.93,5.68,1.0
48,Cyprus,13.697142857142856,48.92428571428571,7.232857142857143,3.1900000000000004,3.685714285714286,3.2357142857142853,1.747142857142857,0.8557142857142858,1.55,1.5485714285714285,2.0214285714285714,2.845714285714286,9.065714285714286,6.992857142857143,9.641428571428573,2.137142857142857,1.502857142857143,1.51,2.27,0.9442857142857143,0.8571428571428571,0.5771428571428572,0.7971428571428572,6.187142857142858,1.23,2.0585714285714287,4.774285714285715,1.7566666666666666,42.15,5.965714285714286,1.3157142857142858,21.075714285714287,1.5542857142857145,20891.321428571428,21132.60714285714,150.8714285714286,0.12000000000000001,33.37714285714286,53.428,25.324,9.482857142857142,309.8457142857143,5798.051428571429,72.72142857142858,35.73285714285714,81.62857142857142,97.05857142857143,660.0514285714286,517.0857142857143,1206.4285714285713,998.3057142857142,1963.726,1404.26,1457.82,2.73,0.5714285714285714
49,Czech Republic,6.392,30.03666666666667,6.58918918918919,1.65575,1.9236842105263157,2.2628947368421053,1.3657894736842104,1.046388888888889,0.8239024390243903,1.3005128205128205,1.7902439024390244,1.8517073170731708,8.876153846153846,6.409756097560976,9.8405,1.3734146341463416,1.384390243902439,1.7130769230769232,2.4158974358974357,0.89,0.8774358974358974,1.097948717948718,0.5509999999999999,4.8235,0.79025,1.3389189189189188,5.38575,0.9420000000000001,20.878,1.9891666666666667,1.161578947368421,12.186285714285715,1.9667567567567565,24203.794571428574,25203.919705882352,249.58594594594595,0.14210526315789473,18.462368421052634,41.11392857142857,11.81423076923077,7.422051282051282,355.30625,9186.755862068965,66.90342857142856,38.62611111111111,75.51666666666667,89.2513888888889,515.9011538461539,443.5107407407408,817.8746153846155,638.5844444444444,3503.9234782608696,2581.61,1219.3444444444447,4.8421875,0.18181818181818182
