Mozambique,MOZ,53.72767658
Mauritania,MRT,54.73092589
Mauritius,MUS,71.06834207
Malawi,MWI,54.14612216
Malaysia,MYS,69.78792453
North America,NAC,65.14706603
Namibia,NAM,59.76595068
New Caledonia,NCL,66.82696317
Niger,NER,48.6760061
Nigeria,NGA,53.73234648
Nicaragua,NIC,64.76372666
Netherlands,NLD,64.54591214
Norway,NOR,64.93535746
Nepal,NPL,64.55944657
Nauru,NRU,58.87383607
New Zealand,NZL,65.18109393
OECD members,OED,64.87180656
Oman,OMN,70.439452
Other small states,OSS,64.29190055
Pakistan,PAK,58.83848517
Panama,PAN,65.02645092
Peru,PER,65.34928334
Philippines,PHL,64.03705212
Palau,PLW,69.52119396
Papua New Guinea,PNG,62.31318918
Poland,POL,65.79444269
Pre-demographic dividend,PRE,53.86756763
Puerto Rico,PRI,63.99339379
"Korea, Dem. People's Rep.",PRK,69.69440521
Portugal,PRT,64.09602994
Paraguay,PRY,64.75064363
West Bank and Gaza,PSE,57.37815269
Pacific island small states,PSS,60.73070955
Post-demographic dividend,PST,64.30157856
French Polynesia,PYF,68.66316704
Qatar,QAT,82.835392
Romania,ROU,65.04957948
Russian Federation,RUS,66.68697228
Rwanda,RWA,57.96709414
South Asia,SAS,66.12702257
Saudi Arabia,SAU,71.21951452
Sudan,SDN,55.49010269
Senegal,SEN,55.08195017
Singapore,SGP,73.88088372
Solomon Islands,SLB,57.20532994
Sierra Leone,SLE,57.46979951
El Salvador,SLV,66.08785719
San Marino,SMR,66.8548399
Somalia,SOM,50.15116391
Serbia,SRB,65.01127862
Sub-Saharan Africa (excluding high income),SSA,54.88368031
South Sudan,SSD,52.43946411
Sub-Saharan Africa,SSF,54.88486284
Small states,SST,65.04182529
Sao Tome and Principe,STP,56.20227917
Suriname,SUR,66.25216461
Slovak Republic,SVK,66.8904891
Slovenia,SVN,64.3106252
Sweden,SWE,62.18168705
Eswatini,SWZ,60.97741201
Sint Maarten (Dutch part),SXM,78.63289587
Seychelles,SYC,68.95572013
Syrian Arab Republic,SYR,62.35338428
Turks and Caicos Islands,TCA,73.10590947
Chad,TCD,50.32025514
East Asia & Pacific (IDA & IBRD countries),TEA,68.59532685
Europe & Central Asia (IDA & IBRD countries),TEC,66.28146984
Togo,TGO,56.65567821
Thailand,THA,69.68804657
Tajikistan,TJK,60.2640916
Turkmenistan,TKM,63.86904936
Latin America & the Caribbean (IDA & IBRD countries),TLA,67.45707464
Timor-Leste,TLS,59.42054988
